mysql> SELECT * FROM students WHERE YEAR(date_of_birth) = 1990;
+------+-----------+--------------+------------+---------------+------------------+----------------+---------------------+----------------------------------+
| id   | degree_id | name         | surname    | date_of_birth | fiscal_code      | enrolment_date | registration_number | email                            |
| 2932 |        23 | Clea          | Ricci      | 1980-04-10    | VIMLEE20R74J171M | 2020-07-23     | 622964              | jbarbieri@hotmail.com                |
| 2933 |        60 | Kayla         | Colombo    | 1983-04-05    | TPBARJ50O93W007U | 2018-10-24     | 622965              | vmarino@damico.com                   |
| 2934 |        62 | Sasha         | Fiore      | 1987-11-09    | YBJQSE49V02J670F | 2020-01-14     | 622966              | kmartini@yahoo.it                    |
| 2936 |         1 | Quirino       | Vitali     | 1979-05-26    | HIEJHE44O11E540A | 2021-05-11     | 622968              | soriana.conte@hotmail.com            |
| 2937 |        43 | Flaviana      | Serra      | 1975-05-20    | LFRGSY34A25Z729H | 2019-10-02     | 622969              | nbarone@giordano.com                 |
| 2938 |        38 | Olo           | Montanari  | 1971-11-09    | XGXELW72U92B365Z | 2020-04-19     | 622970              | jmessina@yahoo.com                   |
| 2939 |        25 | Sabatino      | Guerra     | 1989-01-28    | WQJNEN99U47C637A | 2019-02-11     | 622971              | dpellegrino@negri.net                |
| 2940 |        72 | Tosca         | Ferraro    | 1975-11-28    | XIRURU21P75P055K | 2021-04-23     | 622972              | liborio.guerra@moretti.com           |
| 2941 |         4 | Valdo         | Donati     | 1985-12-17    | OJIZXA96E43E802K | 2020-01-23     | 622973              | qdangelo@silvestri.net               |
| 2942 |        36 | Marco         | Neri       | 1973-08-09    | ARZGKT55G34K869H | 2019-05-22     | 622974              | carlo.damico@gmail.com               |
| 2943 |        75 | Gelsomina     | Martini    | 1993-09-20    | MZUFKZ94X92F545D | 2020-01-17     | 622975              | parisi.sarita@fontana.com            |
| 2945 |        53 | Ludovico      | Rizzi      | 1982-10-10    | XSFKYG71M14C140O | 2018-07-24     | 622977              | pgentile@gmail.com                   |
| 2946 |        43 | Nazzareno     | Marino     | 1989-05-23    | VKUOWY05H65A354O | 2019-04-17     | 622978              | piccarda06@gmail.com                 |
| 2947 |         4 | Jole          | Pellegrini | 1990-09-20    | YMLFVT67H64G493P | 2019-11-26     | 622979              | martinelli.cristyn@yahoo.com         |
| 2948 |        30 | Graziano      | Serra      | 1980-12-08    | OVEXWW00J04M774O | 2019-04-16     | 622980              | isabel55@basile.it                   |
| 2949 |        40 | Ivano         | Farina     | 1990-04-01    | ZXFTQI13B40Y292U | 2020-03-10     | 622981              | bianchi.piersilvio@yahoo.com         |
| 2950 |        34 | Nazzareno     | Orlando    | 1991-08-20    | WSEOFV08B76E810A | 2020-09-17     | 622982              | wdangelo@gmail.com                   |
| 2951 |        13 | Alessio       | Rizzo      | 1994-02-23    | IQHRNJ43X93Q716N | 2019-04-19     | 622983              | testa.gianmarco@morelli.net          |
| 2952 |        69 | Fulvio        | Villa      | 1977-12-31    | YZMGIP02Y58R749K | 2020-10-04     | 622984              | morgana15@bernardi.net               |
| 2953 |         9 | Jole          | Guerra     | 1973-09-05    | DQULHH50D91R984H | 2020-01-15     | 622985              | tolomeo.guerra@derosa.org            |
| 2954 |        12 | Osvaldo       | Gentile    | 1993-10-09    | LPDEHC50C05W866Q | 2020-01-18     | 622986              | gerlando01@gmail.com                 |
| 2956 |        35 | Gianantonio   | Greco      | 1976-09-29    | JDZZZM44T03V488N | 2020-01-15     | 622988              | martinelli.cira@orlando.org          |
| 2958 |        65 | Enzo          | Damico     | 1985-02-11    | FSJPCE81O66L052B | 2018-12-08     | 622990              | deangelis.miriana@basile.net         |
| 2960 |        44 | Artemide      | Conti      | 1971-09-28    | JZAWGX48F44M023N | 2018-09-27     | 622992              | ferrara.domingo@greco.it             |
| 2961 |        49 | Xavier        | Martini    | 1989-08-27    | GDWTME53J00K273C | 2018-09-26     | 622993              | carbone.helga@moretti.com            |
| 2965 |        37 | Ione          | Rinaldi    | 1986-05-14    | RTZPZN84C00D799U | 2021-01-17     | 622997              | xfontana@ferretti.org                |
| 2966 |        11 | Piersilvio    | Guerra     | 1982-01-23    | OVLMEB24S86K544I | 2019-06-25     | 622998              | icattaneo@battaglia.it               |
| 2967 |        27 | Erminia       | Battaglia  | 1985-05-10    | BXOZGI72U53P586G | 2019-07-10     | 622999              | olimpia.fontana@moretti.it           |
| 2968 |         9 | Ione          | Martinelli | 1979-08-15    | JCVHAD85T18D830O | 2019-06-02     | 623000              | prisca82@yahoo.com                   |
| 2970 |        69 | Patrizio      | Lombardo   | 1989-06-25    | GHVUUJ43W36X942W | 2020-08-05     | 623002              | elsa.caputo@gmail.com                |
| 2971 |        41 | Lauro         | Galli      | 1990-04-29    | RDDTNI28V51W148P | 2019-01-03     | 623003              | vania94@caputo.it                    |
| 2973 |        64 | Loretta       | Costa      | 1993-05-29    | IUJXRS99U07Y492Z | 2020-06-01     | 623005              | naomi88@yahoo.it                     |
| 2977 |        33 | Italo         | Ferraro    | 1973-07-05    | TXGCVV93V90A474V | 2021-06-04     | 623009              | sasha87@farina.it                    |
| 2978 |        16 | Fernando      | Montanari  | 1993-08-25    | OSWDJR76Q18V061O | 2019-06-27     | 623010              | abramo75@libero.it                   |
| 2979 |        20 | Graziano      | De Santis  | 1972-09-18    | THJPPQ66F82P797Q | 2019-04-27     | 623011              | abramo.mariani@costa.org             |
| 2980 |        43 | Lamberto      | De Santis  | 1974-05-12    | VTAFHZ55O23M789X | 2020-01-02     | 623012              | loris.serra@morelli.com              |
| 2981 |        15 | Diana         | Coppola    | 1973-01-29    | LYVVMZ94H49H480U | 2020-07-05     | 623013              | matilde15@gmail.com                  |
| 2982 |        73 | Piccarda      | Benedetti  | 1993-08-31    | BUYANK81O10M930C | 2019-08-29     | 623014              | sala.valdo@marchetti.net             |
| 2983 |        43 | Amerigo       | Marchetti  | 1973-06-04    | FHUCXN87G83H579Y | 2020-03-21     | 623015              | bruno.mercedes@barbieri.com          |
| 2984 |        49 | Ulrico        | Palumbo    | 1993-02-07    | FQSQTQ91Q48P037Z | 2019-03-16     | 623016              | graziano.ferraro@grasso.it           |
| 2985 |        14 | Olimpia       | Sala       | 1972-12-30    | JKYGGP13B96K772J | 2019-07-30     | 623017              | cesidia.giuliani@yahoo.it            |
| 2986 |        70 | Audenico      | Villa      | 1991-11-01    | NPABID56P47S408T | 2020-12-02     | 623018              | xmartino@gmail.com                   |
| 2987 |        45 | Danthon       | Negri      | 1984-09-20    | VPVMWG62I50U795S | 2019-02-24     | 623019              | guerra.laura@libero.it               |
| 2988 |         9 | Donatella     | Grasso     | 1972-11-16    | DTCMMY34K59P859V | 2021-01-31     | 623020              | yfontana@email.it                    |
| 2989 |        12 | Enrica        | Colombo    | 1976-11-01    | CSNQFA79M11D933C | 2018-08-07     | 623021              | piccarda55@sanna.it                  |
| 2990 |        14 | Tommaso       | Fabbri     | 1981-07-16    | PQFONZ33W07S257J | 2018-09-15     | 623022              | eufemia20@yahoo.com                  |
| 2991 |        40 | Ilario        | Messina    | 1984-01-03    | UVUUQA81N58I099G | 2020-12-08     | 623023              | greco.antonio@yahoo.it               |
| 2992 |        66 | Aroldo        | Galli      | 1986-12-27    | PGNUSA27S98S665B | 2019-11-25     | 623024              | zelida72@libero.it                   |
| 2994 |        69 | Maika         | Cattaneo   | 1983-01-15    | QFREJK31V25O454S | 2021-03-20     | 623026              | dferri@yahoo.com                     |
| 2995 |        11 | Iacopo        | Lombardo   | 1990-05-09    | RSTKOE73M68A197B | 2019-04-09     | 623027              | ursula35@gmail.com                   |
| 2996 |        51 | Ruth          | Sartori    | 1994-03-25    | OSRGEF68R11U503K | 2020-08-08     | 623028              | dcaputo@libero.it                    |
| 2997 |        30 | Orfeo         | Giuliani   | 1980-01-17    | FFEQYF77K11U531D | 2018-10-06     | 623029              | ione.sorrentino@ricci.com            |
| 2998 |         4 | Augusto       | Milani     | 1976-06-05    | IMRSDD86X75R915M | 2019-10-15     | 623030              | marina86@yahoo.com                   |
| 2999 |        39 | Marieva       | Vitale     | 1992-06-24    | JLSUEN32G04M710F | 2019-01-14     | 623031              | elsa.silvestri@email.it              |
| 3000 |        61 | Fabiano       | Montanari  | 1982-11-03    | AOXKCS86N61U418T | 2019-03-30     | 623032              | giordano.selvaggia@email.it          |
| 3002 |        20 | Ruth          | Benedetti  | 1994-06-14    | EDHRAN42A97R642V | 2019-08-21     | 623034              | gentile.enrico@serra.org             |
| 3003 |        52 | Omar          | Martini    | 1981-08-03    | ERMYEG15C25B736V | 2021-01-02     | 623035              | testa.giancarlo@ruggiero.com         |
| 3006 |        73 | Ariel         | Rossetti   | 1987-01-09    | YBMYMW10W07H470W | 2019-09-01     | 623038              | sorrentino.iacopo@ferretti.net       |
| 3007 |        63 | Irene         | De luca    | 1983-11-25    | MFHSRJ02O64G815H | 2019-01-03     | 623039              | cosetta37@rossi.com                  |
| 3008 |        32 | Jole          | Ferrari    | 1973-05-04    | JTAEOD52V55K217F | 2020-03-16     | 623040              | lauro.ruggiero@sorrentino.it         |
| 3009 |        21 | Donatella     | Ferretti   | 1986-08-27    | DMJBAV27F79Q266W | 2020-11-26     | 623041              | nsorrentino@rizzo.org                |
| 3010 |        42 | Eusebio       | D'angelo   | 1975-03-03    | OUDIAR30P11L509S | 2021-04-12     | 623042              | leone.marcella@carbone.com           |
| 3011 |        24 | Danthon       | Carbone    | 1992-07-12    | OHIZNS15H25D009Z | 2021-04-23     | 623043              | egisto23@yahoo.it                    |
| 3012 |         8 | Muzio         | Marino     | 1975-09-16    | TXXPVP76L48D403R | 2020-11-30     | 623044              | abellini@yahoo.it                    |
| 3013 |        16 | Michele       | Gentile    | 1982-01-17    | OWAHXI52U71K098E | 2019-11-05     | 623045              | rosaria39@yahoo.com                  |
| 3014 |        58 | Ortensia      | Giuliani   | 1974-11-20    | WGILVH54A07Z302A | 2020-05-11     | 623046              | giovanna.negri@yahoo.com             |
| 3015 |        19 | Loredana      | Donati     | 1987-08-11    | PTVTFZ34O72A030G | 2018-08-18     | 623047              | gallo.fabio@email.it                 |
| 3016 |         8 | Matilde       | Gentile    | 1986-03-28    | DYKZNG90M77V145N | 2019-02-13     | 623048              | romeo21@romano.com                   |
| 3017 |        57 | Cleopatra     | Neri       | 1975-09-06    | YLUIGP01T58U439L | 2018-11-21     | 623049              | mgrassi@guerra.it                    |
| 3018 |        70 | Lia           | Fiore      | 1977-08-04    | KHTDQT10A08J181P | 2019-11-08     | 623050              | marini.fulvio@email.it               |
| 3019 |        71 | Clodovea      | De luca    | 1994-09-24    | XTDHUB21L79Y654E | 2020-10-26     | 623051              | ethan45@colombo.com                  |
| 3020 |        29 | Nunzia        | Messina    | 1985-07-19    | CEFIGS55E43N285L | 2019-05-25     | 623052              | shaira66@hotmail.com                 |
| 3021 |        32 | Selvaggia     | Morelli    | 1977-11-18    | TSOGKU02L47I668W | 2018-09-27     | 623053              | artemide.damico@negri.net            |
| 3023 |        38 | Pierfrancesco | D'amico    | 1991-08-18    | ATUMGS04K24L588W | 2019-08-13     | 623055              | emilia.dangelo@yahoo.it              |
| 3025 |        11 | Audenico      | Riva       | 1985-05-05    | WSGAJN74Q76V209Z | 2021-01-10     | 623057              | donatella.ferrara@gallo.com          |
| 3026 |        62 | Mauro         | Basile     | 1990-04-05    | LEKHVY04S26L005I | 2019-11-13     | 623058              | clodovea77@libero.it                 |
| 3027 |        21 | Gianriccardo  | De Santis  | 1986-08-02    | AFTQGV08J08V708V | 2018-10-13     | 623059              | violante51@mazza.com                 |
| 3028 |        21 | Giorgio       | Damico     | 1991-05-25    | JYBTWT06Z47E421P | 2021-05-07     | 623060              | marchetti.vitalba@deangelis.it       |
| 3029 |         8 | Sabino        | Gallo      | 1976-08-21    | KYKOKV43G46P967A | 2020-06-12     | 623061              | secondo72@mariani.com                |
| 3030 |        58 | Cassiopea     | Neri       | 1982-11-28    | HJCUOH26S90U466C | 2019-01-25     | 623062              | enzo.carbone@damico.it               |
| 3031 |        73 | Jacopo        | Vitale     | 1989-07-24    | DZCTSV62I54Q713Y | 2019-03-03     | 623063              | damico.marina@gmail.com              |
| 3032 |         7 | Zaccaria      | Caruso     | 1979-02-02    | SZJSVE67L63H241B | 2020-08-13     | 623064              | xrossi@gmail.com                     |
| 3033 |        69 | Pablo         | Silvestri  | 1973-09-11    | TQGRFK86L59H135Z | 2018-10-26     | 623065              | ygallo@rinaldi.it                    |
| 3035 |        63 | Primo         | Mariani    | 1977-10-24    | WYZMKN67F95X869P | 2019-11-27     | 623067              | cristyn.bianchi@yahoo.com            |
| 3036 |        40 | Flaviana      | Conti      | 1991-05-21    | CQHYFR99M77Q216Q | 2020-03-27     | 623068              | lidia.marino@gmail.com               |
| 3037 |         3 | Ilario        | Costantini | 1986-08-11    | POLAPF23I09Q825Q | 2019-02-26     | 623069              | genziana.marini@barone.it            |
| 3038 |        48 | Elsa          | D'angelo   | 1976-12-22    | JNRJPF55A92I637U | 2020-01-03     | 623070              | penelope56@gmail.com                 |
| 3039 |        64 | Brigitta      | Donati     | 1974-05-06    | DRNZVH19Z90Z071U | 2020-03-30     | 623071              | samira94@grasso.com                  |
| 3040 |         6 | Folco         | Sartori    | 1973-11-18    | CHGGOW53E80B527J | 2020-05-03     | 623072              | domingo09@yahoo.com                  |
